post_id,post_text,content,index,timeofposting,rideordrive,dateofride,weekdayofride,price,location,destination
,,#drive03212024 from Oakland to Palo Alto $40 leaving 2PM 😊,1645,,0,2024-03-21,Thursday,40,Oakland,Palo
,,#ride06142025 Oakland -> Sunnyvale $15-23 leaving 8:00 AM,1646,,1,2025-06-14,Saturday,0,#ride06142025 Oakland,Sunnyvale
,,#ride02182025 Berkeley ➜ Sunnyvale $20-25 leaving 3:50 PM,1647,,1,2025-02-18,Tuesday,0,#ride02182025 Berkeley,Sunnyvale
,,#drive10182024 Need a drive Fremont-Palo Alto. Budget $18-26,1648,,0,2024-10-18,Friday,22,#drive10182024 Need a drive Fremont,Palo
,,#drive11302025 San Jose-Sunnyvale | 7AM | $12-17 | 1 seat !!,1649,,0,2025-11-30,Sunday,14,#drive11302025 San Jose,Sunnyvale
,,#ride11132024 Palo Alto to Oakland $35 leaving 10:10 AM,1650,,1,2024-11-13,Wednesday,0,#ride11132024 Palo Alto,Oakland
,,#drive02012025 Palo Alto-Oakland | 1:10 PM | $30 | 1 seat,1651,,0,2025-02-01,Saturday,30,#drive02012025 Palo Alto,Oakland
,,#drive07212024  DRIVE!!  San  Francisco-Berkeley  6:20  AM  $30  😊,1652,,0,2024-07-21,Sunday,30,#drive07212024 DRIVE!! San Francisco,Berkeley
,,#drive05192025  DRIVE!!  uSnnyvale-Oakland  12:30  PM  $35  pls,1653,,0,2025-05-19,Monday,35,#drive05192025 DRIVE!! uSnnyvale,Oakland
,,RIDE!! from Sacramento to Berkeley 10:20 AM,1654,,,,,0,Sacramento,Berkeley
,,#drive07112024 #drive07132024 Berkeley ➜ Sacramento $10 leaving 6PM,1655,,0,2024-07-11,Thursday,10,#drive07112024 #drive07132024 Berkeley,Sacramento
,,#ride11162025 Need a ride from Berkeley to Davis. Budget 40 dollars,1656,,1,2025-11-16,Sunday,0,Berkeley,Davis
,,Sacramento ➜ Oakland | 9PM | 12 dollars | 1 seat,1657,,,,,0,Sacramento,Oakland
,,#ride04202024 Need a ride Sacramento-Fremont. Budget $22,1658,,1,2024-04-20,Saturday,0,#ride04202024 Need a ride Sacramento,Fremont
,,"#drive01212024 Sacramento-San Francisco | 3:15 PM | $25 | 1 seat !!
lfexible time",1659,,0,2024-01-21,Sunday,25,#drive01212024 Sacramento,San Francisco
,,#drive08282025  DRIVE!!  from  Sacramento  to  San  Francisco  1PM  $25,1660,,0,2025-08-28,Thursday,25,Sacramento,San
,,#drive03102024 Need a drive Oakland -> San Jose. Budget $22-32,1661,,0,2024-03-10,Sunday,27,#drive03102024 Need a drive Oakland,San Jose
,,#drive12012025 DRIVE!! from Berkeley to Sacramento 5PM $15-25 🚗,1662,,0,2025-12-01,Monday,20,Berkeley,Sacramento
,,#drive03302025  Need  a  drive  from  San  Francisco  to  Davis.  Budget  $15  thx,1663,,0,2025-03-30,Sunday,15,San Francisco,Davis
,,#ride09232024 San Jose ➜ Palo Alto $15 leaving 9:50 PM,1664,,1,2024-09-23,Monday,0,#ride09232024 San Jose,Palo
,,#ride10032025 Sunnyvale -> Davis | 6PM | $30 | 1 seat,1665,,1,2025-10-03,Friday,0,#ride10032025 Sunnyvale,Davis
,,#drive04042025 Need a drive Sacramento -> Berkeley. Budget $25 😊,1666,,0,2025-04-04,Friday,25,#drive04042025 Need a drive Sacramento,Berkeley
,,#drive07292025 DRIVE!! Sunnyvale -> Oakland 11:30 AM,1667,,0,2025-07-29,Tuesday,0,#drive07292025 DRIVE!! Sunnyvale,Oakland
,,Need a drive Sacramento ➜ Palo Alto. Budget $20,1668,,,,,0,Need a drive Sacramento,Palo
,,#drive06032024 Need a drive from San Jose to San Francisco. Budget $25,1669,,0,2024-06-03,Monday,25,San Jose,San Jose
,,#ride03032024 #ride03062024 Fremont ➜ San Francisco | 3:30 PM | $12 | 1 seat thx,1670,,1,2024-03-03,Sunday,0,#ride03032024 #ride03062024 Fremont,San Francisco
,,#ride07312024 Need a ride Berkeley-Sunnyvale. Budget,1671,,1,2024-07-31,Wednesday,0,#ride07312024 Need a ride Berkeley,Sunnyvale
,,#ride04172025 RIDE!! Sunnyvale ➜ Oakland 3:40 PM $20,1672,,1,2025-04-17,Thursday,0,#ride04172025 RIDE!! Sunnyvale,Oakland
,,"#drive11012025 Need a drive Berkeley -> Palo Alto. Budget $35 pls
comment below",1673,,0,2025-11-01,Saturday,35,#drive11012025 Need a drive Berkeley,Palo
,,#drive02062025 San Jose ➜ Sacramento leaving 5:00 PM,1674,,0,2025-02-06,Thursday,0,#drive02062025 San Jose,Sacramento
,,#drive12062024 San Francisco to Berkeley | 6AM | $304-0 | 1 seat !!,1675,,0,2024-12-06,Friday,152,#drive12062024 San Francisco,Berkeley
,,#drive05022024 #drive05032024 from Palo Alto to SJ | 8:00 AM | $1 0| 1 seat,1676,,0,2024-05-02,Thursday,11,Palo Alto,San Jose
,,#ride11052024  Berkeley  ➜  Sac  $12  elaving  3:45  PM  thx,1677,,1,2024-11-05,Tuesday,0,#ride11052024 Berkeley,Sacramento
,,#ride11282024 RIDE!! Oakland ➜ Sunnyvale 9PM $40,1678,,1,2024-11-28,Thursday,0,#ride11282024 RIDE!! Oakland,Sunnyvale
,,#ride10302024  Sunnyvale  ->  Sacramento    leaving  7AM,1679,,1,2024-10-30,Wednesday,0,#ride10302024 Sunnyvale,Sacramento
,,#drive07212025 DRIVE!! Sacramento-San Francisco 7:10 AM $40 😊,1680,,0,2025-07-21,Monday,40,#drive07212025 DRIVE!! Sacramento,San Francisco
,,#drive09122025 Fremont to Sacramento | 12PM | $30 | 1 seat !!,1681,,0,2025-09-12,Friday,30,#drive09122025 Fremont,Sacramento
,,#drive09062024 San Francisco-Palo Alto | 7:15 PM | $22 | 1 seat 😊,1682,,0,2024-09-06,Friday,22,#drive09062024 San Francisco,Palo
,,#ride12312025 Oakland -> Sacramento | 9:10 AM | $22 | 1 seat,1683,,1,2025-12-31,Wednesday,0,#ride12312025 Oakland,Sacramento
,,#ride08152024 Need a ride Oakland to Sunnyvale. Budget $10-20,1684,,1,2024-08-15,Thursday,0,#ride08152024 Need a ride Oakland,Sunnyvale
,,#drive12032025 Oakland -> Sacramento | 4PM | $15 | 1 seat comment below,1685,,0,2025-12-03,Wednesday,15,#drive12032025 Oakland,Sacramento
,,#ride08252025  RIDE!!  San  Jose-Sac  10AM  $10,1686,,1,2025-08-25,Monday,0,#ride08252025 RIDE!! San Jose,Sacramento
,,#drive01062024 from San Francisco to Palo Alto $30 leaving 7PM,1687,,0,2024-01-06,Saturday,30,San Francisco,Palo
,,#ride09142024  RIDE!!  Sunnyvale-Berkeley  7:10  PM  $12  pls,1688,,1,2024-09-14,Saturday,0,#ride09142024 RIDE!! Sunnyvale,Berkeley
,,#drive12022025 Palo Alto-Oakland | 1:20 PM | | 1 seat,1689,,0,2025-12-02,Tuesday,0,#drive12022025 Palo Alto,Oakland
,,San Jose ➜ San Francisco $18-23 leaving 1PM,1690,,,,,0,San Jose,San Jose
,,"#drive03282024  San  Jose-Palo  Alto  $40  leaving  6:30  AM
flexible  time",1691,,0,2024-03-28,Thursday,40,#drive03282024 San Jose,Palo
,,#drive09152025 Need a drive Fremont -> Sacramento. Budget $40-48,1692,,0,2025-09-15,Monday,44,#drive09152025 Need a drive Fremont,Sacramento
,,#ride01232025  RIDE!!  from  Oakland  to  San  Jose  10:20  PM  $10-15,1693,,1,2025-01-23,Thursday,0,Oakland,San
,,#ride08072025 SJ-Sac $12 leaving 8AM,1694,,1,2025-08-07,Thursday,0,#ride08072025 SJ,Sacramento
,,#drive04232024 Davis to Palo Alto $25 leaving 8AM,1695,,0,2024-04-23,Tuesday,25,#drive04232024 Davis,Palo
,,#ride01122025 RIDE!! from Oakland to Sacramento 10AM $35,1696,,1,2025-01-12,Sunday,0,Oakland,Sacramento
,,"#drive10222024 DRIVE!! Palo Alto ➜ Berkeley 11:45 AM $10
comment below",1697,,0,2024-10-22,Tuesday,10,#drive10222024 DRIVE!! Palo Alto,Berkeley
,,#drive07262025 #drive08022025 Need a drive Sacramento-Berkeley. Budget $18,1698,,0,2025-07-26,Saturday,18,#drive07262025 #drive08022025 Need a drive Sacramento,Berkeley
,,#ride07152025  Oakland  to  Sunnyvale  |  10AM  |  $10  |  1  seat,1699,,1,2025-07-15,Tuesday,0,#ride07152025 Oakland,Sunnyvale
,,#drive02072025 DRIVE!! San Francisco -> San Jose 7:30 AM $25,1700,,0,2025-02-07,Friday,25,#drive02072025 DRIVE!! San Francisco,San Jose
,,#ride05132025 RIDE!! Fremont -> San Jose 9:00 AM,1701,,1,2025-05-13,Tuesday,0,#ride05132025 RIDE!! Fremont,San Jose
,,"#ride10132024 RIDE!! San Jose-Sacramento 7:20 PM $20-25 😊
comment below",1702,,1,2024-10-13,Sunday,0,#ride10132024 RIDE!! San Jose,Sacramento
,,Need a drive Davis-Palo Alto. Budget $12 thx,1703,,,,,0,Need a drive Davis,Palo
,,#ride07132024 RIDE!! Davis -> Palo Alto 4:40 PM $12 😊,1704,,1,2024-07-13,Saturday,0,#ride07132024 RIDE!! Davis,Palo
,,#drive10212024 Need a drive Oakalnd to San Francisco. Budget $25-33,1705,,0,2024-10-21,Monday,29,#drive10212024 Need a drive Oakalnd,San Francisco
,,#drive04042024 Need a drive Sunnyvale -> Berkeley. Budget 25 dollars,1706,,0,2024-04-04,Thursday,25,#drive04042024 Need a drive Sunnyvale,Berkeley
,,#drive07302024  #drive07312024  San  Francisco  ➜  Oakland  $30  leaving  7:45  PM,1707,,0,2024-07-30,Tuesday,30,#drive07302024 #drive07312024 San Francisco,Oakland
,,#drive06252024 Sacramento ➜ Oakland | 10:15 AM | $10 | 1 seat,1708,,0,2024-06-25,Tuesday,10,#drive06252024 Sacramento,Oakland
,,#ride06152025 Davis ➜ San Francisco | 7PM | $35 | 1 seat thx,1709,,1,2025-06-15,Sunday,0,#ride06152025 Davis,San Francisco
,,#drive04192024 Fremont to Davis | 3:10 PM | $15 | 1 seat,1710,,0,2024-04-19,Friday,15,#drive04192024 Fremont,Davis
,,"#drive08252025 from Palo Alto to Sac | 7PM | $10-18 | 1 seat
comment below",1711,,0,2025-08-25,Monday,14,Palo Alto,Sacramento
,,#drive10172025 from Sunnyvale to Oakland | 2PM | 22 dollars | 1 seat pls,1712,,0,2025-10-17,Friday,22,Sunnyvale,Oakland
,,#drive11232024 DRIVE!! Berkeley to Sunnyvale 9AM $18,1713,,0,2024-11-23,Saturday,18,#drive11232024 DRIVE!! Berkeley,Sunnyvale
,,#drive11172025 DRIVE!! from Palo Alto to San Francisco 9AM $15-23 pls,1714,,0,2025-11-17,Monday,19,Palo Alto,San Francisco
,,#ride08032024 RIDE!! San Jose-Davis 11AM $22-27,1715,,1,2024-08-03,Saturday,0,#ride08032024 RIDE!! San Jose,Davis
,,#ride07102024  Need  a  ride  Oakland  ➜  SF.  Budget  !!,1716,,1,2024-07-10,Wednesday,0,#ride07102024 Need a ride Oakland,San Francisco
,,"#drive02102024 #drive02122024 Davis to Fremont | 8AM | $15 | 1 seat
comment below",1717,,0,2024-02-10,Saturday,15,#drive02102024 #drive02122024 Davis,Fremont
,,#drive05132025 DRIVE!! from Davis to Palo Alto 8AM $10 🚗,1718,,0,2025-05-13,Tuesday,10,Davis,Palo
,,Oakland-San Jose 20 dollars leaving 1PM,1719,,,,,0,Oakland,San Jose
,,"#drive11012025 DRIVE!! Fremont ➜ Palo Alto 7:00 PM $20
anyone?",1720,,0,2025-11-01,Saturday,20,#drive11012025 DRIVE!! Fremont,Palo
,,#ride06282024 Berkeley ➜ San Jose | 8AM | $22 | 1 seat thx,1721,,1,2024-06-28,Friday,0,#ride06282024 Berkeley,San Jose
,,#drive06052024 Need a drive San Francisco to Oakland. Budget $25,1722,,0,2024-06-05,Wednesday,25,#drive06052024 Need a drive San Francisco,Oakland
,,#ride07062024 Berkeley ➜ Fremont | 7PM | $40 | 1 seat thx,1723,,1,2024-07-06,Saturday,0,#ride07062024 Berkeley,Fremont
,,Need a drive San Francisco ➜ Sunnyvale. Budget 30 dollars 🚗,1724,,,,,0,Need a drive San Francisco,Sunnyvale
,,"#ride05182025 Need a ride from SF to San Jose. Budget $25
pm me",1725,,1,2025-05-18,Sunday,0,San Francisco,San Jose
,,Davis ➜ Oakland $10 leaving 5PM,1726,,,,,0,Davis,Oakland
,,#drive07142025 Sacramento-San Jose  leaving 6:50 AM 🚗,1727,,0,2025-07-14,Monday,0,#drive07142025 Sacramento,San Jose
,,#drive07222024 DRIVE!! from Berkeley to San Francisco 6:10 AM $10,1728,,0,2024-07-22,Monday,10,Berkeley,San Francisco
,,#drive01192025 DRIVE!! Oakland-Davis 9AM $30,1729,,0,2025-01-19,Sunday,30,#drive01192025 DRIVE!! Oakland,Davis
,,#drive11192024 Need a drive Palo Alto -> SJ. Budget 30 dollars !!,1730,,0,2024-11-19,Tuesday,30,#drive11192024 Need a drive Palo Alto,San Jose
,,#ride03132024  Oakland  ➜  San  Jose  |  8PM  |  $10  |    1seat,1731,,1,2024-03-13,Wednesday,0,#ride03132024 Oakland,San
,,#ride05122025 Need a ride Oakland ➜ Berkeley. Budget $25 🚗,1732,,1,2025-05-12,Monday,0,#ride05122025 Need a ride Oakland,Berkeley
,,#drive09082025 Fremont to Berkeley | 6AM | $30 | 1 seat thx,1733,,0,2025-09-08,Monday,30,#drive09082025 Fremont,Berkeley
,,#drive09122024 Need a drive Berkeley-San Jose. Budget $22,1734,,0,2024-09-12,Thursday,22,#drive09122024 Need a drive Berkeley,San Jose
,,#ride10312025 Sunnyvale-Oakland  leaving 6:45 PM,1735,,1,2025-10-31,Friday,0,#ride10312025 Sunnyvale,Oakland
,,#ride10152024 #ride10172024 Sacramento ➜ San Francisco $18 leaving 4PM,1736,,1,2024-10-15,Tuesday,0,#ride10152024 #ride10172024 Sacramento,San Francisco
,,#ride06012024 RIDE!! OaklandD-avis 7PM $35-40,1737,,1,2024-06-01,Saturday,0,#ride06012024 RIDE!! OaklandD,avis
,,#ride08062025  Need  a  ride  San  Jose  ->  Oakland.  Budget  20  dollars,1738,,1,2025-08-06,Wednesday,0,#ride08062025 Need a ride San Jose,Oakland
,,#ride08272024  Sunnyvale  ->  Davis    leaving  10:20  PM,1739,,1,2024-08-27,Tuesday,0,#ride08272024 Sunnyvale,Davis
,,#drive01312024  Need  a  drive  Sunnyvale  to  Oakland.  Budget  😊,1740,,0,2024-01-31,Wednesday,0,#drive01312024 Need a drive Sunnyvale,Oakland
,,#ride09112025 San Francisco to Fremont | 6PM | $35 | 1 seat pls,1741,,1,2025-09-11,Thursday,0,#ride09112025 San Francisco,Fremont
,,#ride03282024 RIDE!! Oakland to Sunnyvale 12:50 PM $30,1742,,1,2024-03-28,Thursday,0,#ride03282024 RIDE!! Oakland,Sunnyvale
,,#ride01312024 from San Francisco to San Jose $12 leaving 10:45 PM,1743,,1,2024-01-31,Wednesday,0,San Francisco,San Jose
,,#drive01072024 #drive01082024 DRIVE!! from Davis to Sunnyvale 9:15 PM !!,1744,,0,2024-01-07,Sunday,0,Davis,Sunnyvale
,,#ride09022025 Fremont to Berkeley | 7PM | $22 | 1 seat thx,1745,,1,2025-09-02,Tuesday,0,#ride09022025 Fremont,Berkeley
,,#drive11122025 Davis ➜ Berkeley $12 leaving 8PM,1746,,0,2025-11-12,Wednesday,12,#drive11122025 Davis,Berkeley
,,#ride03232024 Berkeley-Sac | 7:30 PM | $10-18 | 1 seat 🚗,1747,,1,2024-03-23,Saturday,0,#ride03232024 Berkeley,Sacramento
,,#drive08162024  #drive08192024  DRIVE!!  Sunnyvale  ->  Davi  s10PM  $40,1748,,0,2024-08-16,Friday,40,#drive08162024 #drive08192024 DRIVE!! Sunnyvale,Davi
,,#ride08292024 Oakland -> San Jose  leaving 1:20 PM,1749,,1,2024-08-29,Thursday,0,#ride08292024 Oakland,San Jose
,,#ride02032025 Need a ride SJ ➜ Fremont. Budget 25 dollars,1750,,1,2025-02-03,Monday,0,#ride02032025 Need a ride SJ,Fremont
,,#ride11022025 #ride11052025 Need a ride Fremont to San Francisco. Budget $12,1751,,1,2025-11-02,Sunday,0,#ride11022025 #ride11052025 Need a ride Fremont,San Francisco
,,#drive10142025 Fremont to San Jose | 4PM | 35 dollars | 1 seat,1752,,0,2025-10-14,Tuesday,35,#drive10142025 Fremont,San Jose
,,Palo Alto ➜ Sarcamento | 8PM | $22 | 1 seat,1753,,,,,0,Palo Alto,Sarcamento
,,#ride01152024 RIDE!! San Francisco ➜ Berkeley 11:45 AM $12 pls,1754,,1,2024-01-15,Monday,0,#ride01152024 RIDE!! San Francisco,Berkeley
,,#ride05262025 from Palo Alto to San Francisco | 6:20 PM | 40 dollars | 1 seat,1755,,1,2025-05-26,Monday,0,Palo Alto,San Francisco
,,#drive04242024  Need  a  drive  Oakland-San  Francisco.  Budget  $20,1756,,0,2024-04-24,Wednesday,20,#drive04242024 Need a drive Oakland,San
,,Fremont-San Francisco | 10AM | $30 | 1 seat 😊,1757,,,,,0,Fremont,San Francisco
,,#ride05172024 #ride05242024 from Sacramento to Davis | 12:20 PM | $12 | 1 seat,1758,,1,2024-05-17,Friday,0,Sacramento,Davis
,,#drive06142025 Sac ➜ San Jose | 10:30 AM | | 1 seat,1759,,0,2025-06-14,Saturday,0,#drive06142025 Sac,San Jose
,,#ride03082024 #ride03092024 from Davis to Oakland | 5PM | $22 | 1 seat,1760,,1,2024-03-08,Friday,0,Davis,Oakland
,,#drive06192025  Palo  Alto  ->  San  Francisco  $30  leaving  4:45  PM  😊,1761,,0,2025-06-19,Thursday,30,#drive06192025 Palo Alto,San
,,#drive12312025 Need a drive from Sunnyvale to Oakland. Budget $10-20,1762,,0,2025-12-31,Wednesday,15,Sunnyvale,Oakland
,,"#ride06252025 Oakland-San Francisco | 7:30 AM | $35 | 1 seat
flexible time",1763,,1,2025-06-25,Wednesday,0,#ride06252025 Oakland,San Francisco
,,#ride11272024 RIDE!! San Jose to Oakland 11:40 AM $10,1764,,1,2024-11-27,Wednesday,0,#ride11272024 RIDE!! San Jose,Oakland
,,#ride11022025 Sacramento -> Palo Alto | 9:00 AM | 12 dollars | 1 seat 🚗,1765,,1,2025-11-02,Sunday,0,#ride11022025 Sacramento,Palo
,,#ride04252024 from Sacramento to Berkeley $25 leaving 9:40 PM,1766,,1,2024-04-25,Thursday,0,Sacramento,Berkeley
,,#ride07272025 Need a ride Fremont to Berkeley. Budget 30 dollars 😊,1767,,1,2025-07-27,Sunday,0,#ride07272025 Need a ride Fremont,Berkeley
,,#drive02012024 Oakland -> Sunnyvale $12 leaving 7AM,1768,,0,2024-02-01,Thursday,12,#drive02012024 Oakland,Sunnyvale
,,#ride05132025  San  Francisco  to  Oakland  |  11:30  AM  |  22  dollars  |  1  seat,1769,,1,2025-05-13,Tuesday,0,#ride05132025 San Francisco,Oakland
,,#drive10252024 #drive10282024 San Francisco -> Sunnyvale | 10:45 AM |  | 1 seat,1770,,0,2024-10-25,Friday,0,#drive10252024 #drive10282024 San Francisco,Sunnyvale
,,from Oakland to Bekreley $20 leaving 8PM,1771,,,,,0,Oakland,Bekreley
,,#ride06212025 #ride06222025 San Jose to Oakland | 7AM |  | 1 seat thx,1772,,1,2025-06-21,Saturday,0,#ride06212025 #ride06222025 San Jose,Oakland
,,r#ide01022024 San Jose-San Francisco  leaving 7:40 AM,1773,,,,,0,r #ide01022024 San Jose,San Jose
,,"#drive10212024 Fremont ➜ Sunnyvale l eaving 12PM
pm me",1774,,0,2024-10-21,Monday,0,#drive10212024 Fremont,Sunnyvale
,,#ride01012024 Need a ride San Jose-Sunnyvale. Budget,1775,,1,2024-01-01,Monday,0,#ride01012024 Need a ride San Jose,Sunnyvale
,,#ride05102025 RIDE!! Davis -> Berkeley 9:15 AM $12,1776,,1,2025-05-10,Saturday,0,#ride05102025 RIDE!! Davis,Berkeley
,,#drive06072025 from San Francisco to San Jose | 2PM | $35 | 1 seat,1777,,0,2025-06-07,Saturday,35,San Francisco,San Jose
,,#drive04142025 DRIVE!! Sac to Oakland 10:15 AM $30-38,1778,,0,2025-04-14,Monday,34,#drive04142025 DRIVE!! Sac,Oakland
,,#drive04062025  DRIVE!!  Sacramento  ->  Berkeley  8:20  PM  $30,1779,,0,2025-04-06,Sunday,30,#drive04062025 DRIVE!! Sacramento,Berkeley
,,#drive01152024 Fremont -> San Francisco $25 leaving 8AM,1780,,0,2024-01-15,Monday,25,#drive01152024 Fremont,San Francisco
,,Fremont-Palo Alto | 10:30 PM | $30 | 1 seat,1781,,,,,0,Fremont,Palo
,,#ride05082025 #ride05112025 San Francisco ➜ San Jose  leaving 11:15 AM,1782,,1,2025-05-08,Thursday,0,#ride05082025 #ride05112025 San Francisco,San Jose
,,#ride08922024 RIDE!! San Jose-Palo Alto 7:40 AM 😊,1783,,1,,,0,#ride08922024 RIDE!! San Jose,Palo
,,"#ride02122024  #ride02142024  Sacramento  ➜  Berkeley    leaving  10PM
anyone?",1784,,1,2024-02-12,Monday,0,#ride02122024 #ride02142024 Sacramento,Berkeley
,,#drive12032025 #drive12052025O akland -> Sunnyvale | 12:20 PM | $25 | 1 seat,1785,,0,2025-12-03,Wednesday,25,#drive12032025 #drive12052025O akland,Sunnyvale
,,#ride11112025 Fremont to Davis | 8:20 AM | $25-35 | 1 seat thx,1786,,1,2025-11-11,Tuesday,0,#ride11112025 Fremont,Davis
,,#drive10262025 #drive10292025 Need a drive Oakland -> Berkeley. Budget $18 pls,1787,,0,2025-10-26,Sunday,18,#drive10262025 #drive10292025 Need a drive Oakland,Berkeley
,,#ride06232024 Need a ride from Oakland to Berkeley. Budget $15,1788,,1,2024-06-23,Sunday,0,Oakland,Berkeley
,,#drive04122024 Oakland -> Palo Alto $30 leaving 2:00 PM,1789,,0,2024-04-12,Friday,30,#drive04122024 Oakland,Palo
,,#drive03172025  #drive0318202 5Need a drive from Davis to Fremont. Budget,1790,,0,2025-03-17,Monday,0,Davis,Fremont
,,#ride01232024 from Sunnyvale to SJ  leaving 4PM,1791,,1,2024-01-23,Tuesday,0,Sunnyvale,San Jose
,,#drive08242025 San Jose-Davis | 10AM | $12 | 1 seat,1792,,0,2025-08-24,Sunday,12,#drive08242025 San Jose,Davis
,,#drive06242025 DRIVE!! Oakland -> Berkeley 6:00 PM,1793,,0,2025-06-24,Tuesday,0,#drive06242025 DRIVE!! Oakland,Berkeley
,,#drive04252024 Need a drive Oakland ➜ Fremont. Budget $25,1794,,0,2024-04-25,Thursday,25,#drive04252024 Need a drive Oakland,Fremont
,,#drive10082024 from San Francisco to Palo Alto | 9:45 AM | $15 | 1 seat,1795,,0,2024-10-08,Tuesday,15,San Francisco,Palo
,,#ride12062024  Fremont  ➜  Palo  Alto  $35  leaving  5:00  PM,1796,,1,2024-12-06,Friday,0,#ride12062024 Fremont,Palo
,,#ride08292024 Need a ride Sacramento-San Francisco. Budget 15 dollars 😊,1797,,1,2024-08-29,Thursday,0,#ride08292024 Need a ride Sacramento,San Francisco
,,#drive09022025 Sacramento -> Sunnyvale $18 leaving 8PM 😊,1798,,0,2025-09-02,Tuesday,18,#drive09022025 Sacramento,Sunnyvale
,,#ride11172025 from Sacramento to Fremont  leaving 10:50 AM,1799,,1,2025-11-17,Monday,0,Sacramento,Fremont
,,"#ride10112025 RIDE!! Sacramento ➜ Palo Alto 8:50 PM 18 dollars
pm me",1800,,1,2025-10-11,Saturday,0,#ride10112025 RIDE!! Sacramento,Palo
,,#ride05272024 Need a ride Sunnyvale ➜ Palo Alto. Budget $25 pls,1801,,1,2024-05-27,Monday,0,#ride05272024 Need a ride Sunnyvale,Palo
,,#drive08182025  Need  a  drive  Sunnyvale  ➜  Berkeley.  Budget  $40,1802,,0,2025-08-18,Monday,40,#drive08182025 Need a drive Sunnyvale,Berkeley
,,#ride07292025 Need a ride Fremont ➜ Berkeley. Budget $40 pls,1803,,1,2025-07-29,Tuesday,0,#ride07292025 Need a ride Fremont,Berkeley
,,#drive06102025 Davis ➜ eBrkeley $12-22 leaving 11:00 AM,1804,,0,2025-06-10,Tuesday,17,#drive06102025 Davis,eBrkeley
,,#drive12222024 #drive12252024 DRIVE!! Fremont -> Palo Alto 10:20 AM $15 !!,1805,,0,2024-12-22,Sunday,15,#drive12222024 #drive12252024 DRIVE!! Fremont,Palo
,,#drive07202025 from Sacramento to SF 40 dollars leaving 2PM,1806,,0,2025-07-20,Sunday,40,Sacramento,San Francisco
,,Need a drive Sunnyvale-Sacramento. Budget,1807,,,,,0,Need a drive Sunnyvale,Sacramento
,,#drive03282024 Need a drive Sacramento to Palo Alto. Budget 40 dollars 🚗,1808,,0,2024-03-28,Thursday,40,#drive03282024 Need a drive Sacramento,Palo
,,#drive05282025  Need  a  drive  San  Francisco  ->  Palo  Alto.  Budget  $22,1809,,0,2025-05-28,Wednesday,22,#drive05282025 Need a drive San Francisco,Palo
,,#drive06142025 Need a drive San Jose to Davis. Budget $40,1810,,0,2025-06-14,Saturday,40,#drive06142025 Need a drive San Jose,Davis
,,#ride01292024 RIDE!! Berkeley to San Jose 9PM $25,1811,,1,2024-01-29,Monday,0,#ride01292024 RIDE!! Berkeley,San Jose
,,#drive06242025 Need a drive from Berkeley to Fremont. Budget $20-30,1812,,0,2025-06-24,Tuesday,25,Berkeley,Fremont
,,#ride06222024 Fremont to Palo Alto $22 leaving 12PM,1813,,1,2024-06-22,Saturday,0,#ride06222024 Fremont,Palo
,,#ride07252024 San Jose ➜ Sacramento | 10:00 AM | $40 | 1 seat,1814,,1,2024-07-25,Thursday,0,#ride07252024 San Jose,Sacramento
,,"#drive05072024 DRIVE!! Davis -> San Jose 5:30 PM $40 😊
comment below",1815,,0,2024-05-07,Tuesday,40,#drive05072024 DRIVE!! Davis,San Jose
,,#dirve10102024  San  Jose  ➜  Davis  $10  leaving  4PM,1816,,,,,0,#dirve10102024 San Jose,Davis
,,#ride06042024 #ride06072024 from Fremont to Berekley $20-30 leaving 9:10 PM,1817,,1,2024-06-04,Tuesday,0,Fremont,Berekley
,,Need  a  drive  San  Francisco-Sacramento.  Budget  $30-38,1818,,,,,0,Need a drive San Francisco,Sacramento
,,#drive06102024  #drive06122024 Need a drive Sacramento -> San Jose. Budget $15 pls,1819,,0,2024-06-10,Monday,15,#drive06102024 #drive06122024 Need a drive Sacramento,San Jose
,,#ride12312024 Need a ride San Francisco to Berkeley. Budget $22,1820,,1,2024-12-31,Tuesday,0,#ride12312024 Need a ride San Francisco,Berkeley
,,#ride04252025 San Jose ➜ Davis $25 leaving 2:30 PM,1821,,1,2025-04-25,Friday,0,#ride04252025 San Jose,Davis
,,#drive09082025 Need a drive Sunnyvale-Fremont. Budget $35,1822,,0,2025-09-08,Monday,35,#drive09082025 Need a drive Sunnyvale,Fremont
,,#ride07032025 Need a ride San Francisco -> Sunnyvale. Budget $40,1823,,1,2025-07-03,Thursday,0,#ride07032025 Need a ride San Francisco,Sunnyvale
,,#drive07312025 #drive08022025 Sacramento ➜ San Francisco | 2PM | $35 | 1 seat,1824,,0,2025-07-31,Thursday,35,#drive07312025 #drive08022025 Sacramento,San Francisco
,,#ride05232024  Need  a  ride  Berkeley  ->  Palo  Alto.  Budget,1825,,1,2024-05-23,Thursday,0,#ride05232024 Need a ride Berkeley,Palo
,,#drive12012025 San Jose ➜ Sunnyvale $40 leaving 10AM,1826,,0,2025-12-01,Monday,40,#drive12012025 San Jose,Sunnyvale
,,#drive11212025  DRIVE!!  Sunnyvale-Palo  Alto  11AM  $40  😊,1827,,0,2025-11-21,Friday,40,#drive11212025 DRIVE!! Sunnyvale,Palo
,,#drive03072025 Sunnyvale ➜ Berkeley | 5:30 PM | $10-20 | 1 seat,1828,,0,2025-03-07,Friday,15,#drive03072025 Sunnyvale,Berkeley
